review_text,review_star
"Crocs are crocs, right? I finally, after years, sprung for a pair of classic crocs. I am spending time on the farm, and these are great for gardening, checking on the horses & chickens etc. so easy to clean. And in this incessant rain (thanks Harvey) I need a waterproof shoe. Size wise.... I wish  they had half sizes. I wear 8.5, but ordered 8 as suggested. Maybe I have weird toes (I admit to have broken 2). Although the toe box is roomy, my 4th and 5th toes feel uncomfortably squished. I hope that, with time, the Crocs will mold to my feet. A size up is not an option, they would be floating on me. In short: I love the color (pepper, not too red but defnitely cheery!) and the functionality.",4.0 out of 5 stars
"This is my first pair of crocs; never had the desire to own any. But now, can't imagine being without them! I needed something easy to slip into and take off when I'm down at the horse barn, feeding and cleaning corrals. Also nice that they are waterproof, unlike my old leather clogs. Excellent price, too . At first, I thought they were going to be floppy on my feet; I did purchase the size I usually wear. I wear socks with the crocs, sometimes two pair in the cooler months. They still fit just fine. I have narrow to medium width feet, wear a size 10. I like the orange because they're easy to spot wherever I've left them. Easy to clean off the dirt, either brush off or hose off; I understand they can be thrown in the washer, too. And, best of all, these crocs are as comfortable as my slippers I wear around the house. Sometimes, I forget I wore my crocs in the house, noticing sometimes hours later! Love them! And convinced my husband to order some, too! He loves his, too!",5.0 out of 5 stars
"I needed some slip-on shoes to wear while working in my garage (woodworking).  I don’t have a lot of shoes because I have long, wide feet and I have trouble finding ones with a comfortable fit. I had been wearing my work tennis in the garage, but then while I was at my job I would look down and notice sawdust under the laces lol. So, I ordered these and they are really perfect:",5.0 out of 5 stars
"My husband and I love crocs and have used them for years. I had terrible pain in the heel of my foot and crocs has completely cured it. Fit true to size in my experience. Colors pictured are navy, pepper, neon magenta, camo, purple, khaki",5.0 out of 5 stars
"They arrived today and because I wear a 9.5, I ordered a half-size down but with the strap around the back of my foot, my toes are hitting up against the front too much. I'm a bit bummed as I ordered exactly as this site and the Cros.com site said to do with half-sizes....order down!  BUT I have to say that going to a 10 would be ridiculous as I only need about 1/2 size more & I don't want to fall out of them = tripping potential. Now what? Do they stretch out a bit. I hope so as I ordered a white pair in 9 from Crocs.com too as I was so sure after trying on my friend's size 8's. We both agreed to order one size up for me. I can wear them, and will but my idea to order a bunch more in different colors went out the window...",4.0 out of 5 stars
"I was so excited to get the cyan blue crocs on super sale. These are the comfiest shoes ever. The dots on the soles massage your feet, they provide great arch support, they’re such a cute color, and it’s finally long enough past the initial croc trend that they’re ironically stylish again. 10/10 recommend for beach days, days at the pool, rainy days, regular days, lazy days, winter days with socks, or whatever else to want to wear them with. They definitely run large, so try on a friend’s or try them on in the store first if possible. But snag yourself a pair, you won’t regret it!",5.0 out of 5 stars
Pros:,5.0 out of 5 stars
"With a very wide foot, you have extremely limited choices if you're in the market for a SHOE.  Normally I wear sandals (Olukai or Birkenstock) which are traditionally wider and do not squeeze the width of my foot.  However, sometimes the weather changes and sandals are not appropriate.",4.0 out of 5 stars
"Crocs are indeed hideous, but they can't be beat for comfort and convenience in the garden. I keep a few sizes on hand in the garage so there can be no excuses when I ask someone in the family to help out! Easy on/off, roomy enough to wear with socks if you need to, and a blast with the garden hose cleans off the muck. I wouldn't wear these ugly shoes out of the house though!",5.0 out of 5 stars
"I purchased these as a replacement for a pair of first generation crocs that were marked size 8-9.  I wear a size 9M American, size 42 Euro, and after reviewing the fit reviews and Croc's sizing chart, I ordered size 9.  The new size 9 crocs are much too big.  While the length was okay, the width was much too wide.  I returned the size 9s and re-ordered a pair of size 8s which are much closer in fit to my original pair but the heels are wider than the originals.  I've attached a photo of the size 9s on the left, size 8 in the middle, and the original size 8-9 on the right.  Note the width of the heels and the overall shape.  The originals fit (me) much better.  The 8s will have to do.",2.0 out of 5 stars
"Ordered a W8. This is my first pair of Crocs & I’m not sure whyyyyyy I waited this long to get a pair. Now I see why ppl use it. Very comfortable. I’m flat footed. I was able to wear it barefoot & also w| thin socks (tester around the house). The strap part to keep your feet in, it’s actually shorter than the actual length of the shoe (it’s not lined up with the heel part . Around a quarter of an inch or so from the heel) so when it goes around the back of your foot, it actually pushes your feel more inside the shoe. This isn’t a big deal for me as I’m actually a 7.5 women’s. I always love ordering any shoe item a half size bigger to have the extra room for thicker socks if needed. My Crocs were made in Mexico. I’ve seen some complaints about sizing issues when it’s made in different countries. Anyways, I would recommend a pair to anyone.",5.0 out of 5 stars
"I've heard reviews years ago that these might be ugly as sin, but are the most comfortable footwear you can get.",5.0 out of 5 stars
I have a pair of original Crocs that I bought 15 years ago and absolutely love them.  But the soles finally wore through and I needed to finally get another pair.  The size stamped on the bottom says W6-7.  I started looking on Amazon and couldn't believe how many styles of Crocs there are.  All I wanted was another pair just like my old ones.  I saw these Crocs Unisex Classic Clog and they looked almost identical to what I have.  I got a size 7 in Pepper and they are perfect.  I plan on ordering a couple more pairs.  Not for when these wear out (they seem to last forever) but there are so many great colors now.,5.0 out of 5 stars
"I love the class Crocs clog.  My feet swell in hot, humid weather, and these are the only shoes I can tolerate.  I also walk several miles a day to and from work, and these are the best.",5.0 out of 5 stars
"I wish I had believed the comments about various size differences according to country of manufacture.  The Crocs I've always purchased in the past ran at least a size too large and very wide.  So, I ordered a size smaller than I usually wear; but the Croc slip-on I received is like a woman's size 8 regular (and I wear and 11 wide).  I can't even get my foot into it.  I guess I'll have to branch out to another brand of footwear that's more reliable.  I hate returning things and I usually just take the loss, but these are going back.",1.0 out of 5 stars
I’m using the shoes as houseshoes because we have all tile and as I’ve aged I’ve developed feet issues from the shoes we wear. I researched the toe shoes and zero drop shoes and since I don’t have access to a store near me Crocs Classics were recommended so I bought these despite some Amazon reviews regarding size difference. Mine came from Vietnam and they fit fine. I recently purchased another pair for the street and the back strap on left foot is slightly shorter than right but after walking a couple of days in them I have gotten use to them. My shoes were made in Bietnam. I think perhaps there are some quality differences depending on where the shoes are manufactured so Cros needs to look at there quality control closer I think. I love the crocs classics and have no foot pain while wearing them.,4.0 out of 5 stars
"5 stars for the product, 0 stars for the idiotic sizing.  You'd think they'd fix it with all the complaints.  Bought my first Crocs at a yardsale and they're wearing out so I ordered these which I believed to be the same thing, but they're absolutely not.  The bottoms of my old ones say ""W10-11  M8-9"".  These are ""M9 W11"" and the shoe is so big my foot is just rattling around in there.  They're going back, but I honestly don't know what size to order now.  My advice is to never buy shoes or hats on-line without free returns, and even then don't do it.",2.0 out of 5 stars
"I love these shoes! Crocs are silly looking yes, but that is what I love about them! I'm writing this review mainly just to note that in the description, it advises that if you're a half size to go a size down, since crocs can be large fitting/wide. However, this wasn't the case for me. I'm a size 7 and 1/2 in womens, so I chose a size 7, but I had to return it as I found it too tight fitting. If you fit size 8 converse just fine, then you most likely have feet similar to mine, so I'd recommend going a size up! Even without socks, it was uncomfortable enough for me to have to return it for a larger size.",5.0 out of 5 stars
My podiatrist recommended I wear these Crocs after a broke a bone on the bottom of my foot. If you are having foot pain or are recovering form a fracture these Crocs are much better than walking around barefoot while you're trying to rest your feet.,4.0 out of 5 stars
"I have seen people wearing these for years and always thought they look ridiculous and couldn’t imagine how foam rubber shoes could be comfortable or durable. It’s obvious they aren’t stylish. After buying my very first pair of grass green size 15 crocs here for a crazy pre Christmas sale price of under 10$ with the free prime shipping, I’m amazed. After trying them on I no longer care how they look and I now get why they are popular. They are light durable and super comfy without feeling like you’re walking on marshmallows. In fact I was shocked how firm the foot bed is without being hard. I no longer care how they look. Not sure I would wear them to a wedding but for around the house and yard they are perfect.",5.0 out of 5 stars
I was going to buy slippers to wear in my yard and patio since it's been annoying to put shoes on whenever taking my dog outside or to take the trash out. But I went with Crocs since they are just as comfortable while also allowing me to run around if needed (ie. dog randomly feels like running around the backyard).,4.0 out of 5 stars
"I bought 2 pair of crocs in two different colors. I wear size 6 1/2 shoes and the crocs are a size 7. They just barely fit, they are almost too small. I have a pair of crocs, this exact size, bought about ten years ago, and they are about a half inch longer and a bit wider. I was hoping the pairs I bought would be that exact size. The old pair says ""Made in China"" and the new pairs say ""Made in Vietnam"" and ""Made in Mexico"". I'm happy with the looks and quality of the new crocs, just wish they were a tad larger, more like a size 7. In the photos, the shoe on the left is the new croc, the shoe on the right is my old croc. Note the size difference.",4.0 out of 5 stars
"These Crocs are softer than I imagined, fit a bit wider than I was hoping for, and the arch support is not there for me, but I have high arches.",5.0 out of 5 stars
"Crocs are dorky but keep your feet cool, great on wet days, very comfortable, easy to get on and off and last.",4.0 out of 5 stars
"I bought these specifically for my rowing club needs. I needed something waterproof, easy to get on & off quickly, and the ability to stuff my foot into while wearing bulky wool socks (and, as I encountered the other day, the ability to actually float). They do provide for all of these needs. The fit, however, is a little weird. I'm a pretty solid Women's 7, with a fairly wide foot. The width is fine, but my toes hit the end of the shoe pretty aggressively without socks, and the toe grip thingy on the sole seems oddly placed.",3.0 out of 5 stars
"I ordered these in my size (i have other pairs of Crocs so I know exactly the size I need). That said, these were too small. I can wear them but I can not used the strap or my toes will be scrunched up front and basically they will be so painful that I will CRY!!! So make sure you order these a size larger than you need. Do not be like me and order the exact size you typically wear.",2.0 out of 5 stars
"Mostly I wanted to note to others that if left or worn a lot in the sunlight, THESE WILL SHRINK CONSIDERABLY.",4.0 out of 5 stars
"These a very light, which was unexpected. I thought they would be like the old, heavy, rubber ones, but these seem to be silicone-based and are pleasantly light, bendable and comfortable. They are good for letting the errant water flow through during gardening, but of course, the open side holes also allow lots of dirt to get in, which is not as easy to get out without taking them off. That said, how hard is it to take them off? They do what they are supposed to.",4.0 out of 5 stars
"You expect good quality control from a brand name like Crocs so it’s disappointing to get one with obvious defects. The strap on the left slipper is bent out of round, so it’s not comfortable to wear. I tried stretching it over the back of the slipper overnight to get it back in shape, but it didn’t help. It seems something went wrong in the molding process. I bought this on sale on Black Friday so maybe they were unloading second quality items during this sale, or I just got a bad one. The question is whether I want to go through the hassle of shipping this back to exchange it on Amazon!  It’s a disappointing to have to go through this on a simple order.",2.0 out of 5 stars
Par excellence Crocs. These fit nice and are comfy. This is my third pair which I bought because the Croc company is off-shoring it's production and well you know how re-sellers are. I mean who is going to pay $400 for a pair of Crocs.,5.0 out of 5 stars
"I bought these for a trip to wear on the beach.  They are comfy and fit okay but I have to get used to the large fit. I was initially ready to return them after trying them on and seeing that they fit rather loosely. I have a noticeable gap between my heel and the strap if I move my foot forward to wear my toes touch the front.  However,  Crocs classic clogs are in the ""roomy fit"" line of Crocs which, according to the Crocs website means they should be roomy with feet never touching the sides and front.  My fit matches the description exactly but it takes a little getting used to because I've never worn a shoe so roomy.  Fit aside, they do feel comfortable and the sole is soft and more comfy than flats or sandals.  If you absolutely do not want a roomy fit, I'd suggest ordering a size smaller. I think an 11 would fit me just right despite wearing a size 12 sneak and size 13 shoe depending on design.  I'm keeping mine though because the fit is exactly as Crocs describes it should be.",4.0 out of 5 stars
"I've  been wearing the same brand/style for many years -- the Crocs classic. This time when I ordered new ones of the same size as always before, they are smaller. Size 8 (women's) were always just a tad too large, which was perfect because they stayed on well while giving my feet room to expand when they get swollen. My toes rub the font of the shoe a little in the new ones. By this measurement, I need an 8.5, but that is not offered, at least not in Amazon.",3.0 out of 5 stars
"I couldn't find the classic ones in the stores around where I live anymore. They all have adopted the newer hard bottoms. I wanted to find these classic ones because I loved to wear them around the house as indoor slippers. Just for some context, I'm Asian, and we don't wear shoes into the house. Partially to keep the floors clean, but probably some other cultural reason that I haven't looked into yet. We have specific indoor slippers. I haven't looked too much into slippers, but I know these are good in the winter time because they can keep my feet warm and are easy to wash if they start to smell.",5.0 out of 5 stars
"I had planned to use these Crocs for yard work, however, once I put them on and realized how comfortable they are, I decided to make them my run about shoes.",5.0 out of 5 stars
"What happened to the sizing? I wear M10/W12, so that's what I ordered. The ones I got are 1/4"" narrower than the one-year-old crocs I'm currently wearing!",2.0 out of 5 stars
"I bought these as camp shoes for a buddy of mine, and he floats between a 16 and an 18 depending on the brand. One star off only due to these being nearly two sizes too big for him. They measured at least 13.75"" toe box to heel. If you have a hard time finding exact fits in Woolly Monmouth sizes, I would find a way to test fit these before you try them, as they are not sized the same as many main brand shoes. The quality of the product overall though is second to none. The foam is rigid but soft and the shoes feel plenty durable for a camp shoe or a water fording option when backpacking. Amazon, as always, was fantastic in allowing me to exchange them.",4.0 out of 5 stars
"I've had a pair like this for years.  I got paint on them so decided to finally buy a new pair - all shiny and new.  I was shocked at how small they seemed.  I compared them to my old crocs - same size - and the bottom of the croc is the same.  The problem is that the back strap is much shorter than the old crocs so it pushes your foot into the front of the croc - very uncomfortable.  They're unwearable. Unfortunately I tried to wear them because I couldn't believe they wouldn't fit like the old ones and thought they'd ""mold/stretch"" to fit so I can't return them.  Very disappointing - not sure I'll ever buy crocs again. I don't know if this was a quality fluke or if that's the way they all are now.",1.0 out of 5 stars
Our 9 year old LOVES his Crocs.  He is never without at least one pair that fits him.,5.0 out of 5 stars
"These are the old original Crocs they've been selling for many years now. It was about 4-5years ago when they started making some newer Crocs with a newer type of plastic, I've bought a few pairs of those and they've all had problems with shrinking, which eventually causes them to rub and blister your foot in different places, to be expected when you buy shoes that fit, which then proceed to shrink! Don't know why they sell those ones, the material is clearly defective imo. These originals might wear out a little quicker but they're comfortable and don't shrink.",4.0 out of 5 stars
"Technically, these were a gift to someone else.  He likes the convenience of a quick slip-on, and likes that they are more stable and supportive than any of the verious ""flip-flop"" type slip-ons, but he doesn't like that he ""can't"" wear them with socks ((says the socks catch on all of the openings)), and that therefore, his feet sweat.",4.0 out of 5 stars
"I bought these because they make perfect, lightweight camp shoes for hiking on the Appalachian Trail. The only drawback is that now, when I log onto Facebook, the advertisements are for crocs. I had some friends over at the time, and now everyone knows that I'm interested in shopping for crocs! My social life is ruined. These were meant to be worn in the isolation of the trail, never to be seen in society. My secret is out. Nobody thinks I'm cool anymore. But my feet sure are nice and comfy at camp. Guess I'll have to live in the woods forever with my crocs, because now I don't have any friends left. Thanks, amazon.",5.0 out of 5 stars
I only wear them around the house or yard.  I would never subject them to hardcore walking about town.,4.0 out of 5 stars
