review_text,review_star
"I got these at a sale for 7,500 rupees. These have very good noise cancelling and a laid back sound signature, which is something I like. They aren't bass heavy and are very balanced. I have a pair of wired Bose QC2s and boy has sound cancelling come a long way. The Bose are good but these are phenomenal.",4.0 out of 5 stars
"The sound quality is very good. If you've been using cheaper headphones till now, this will be a noticeable upgrade. Battery life and WiFi range are very good. NC is fine. Not as good as Bose or higher end Sony, but absolutely great for normal usage in trains or offices.",5.0 out of 5 stars
"I have tried the models, PMX60, CX180, CX275 on Sennheiser and I must admit that HD 4.50BTNC is the worst of all. Its not worth even 1500 INR but is out in the market for 15,000 INR which is 10x times more than CX 275 which is very durable with a great sound in terms of the bass and voice eq.",1.0 out of 5 stars
Noise cancellation = 3/10,3.0 out of 5 stars
Just received the headphone after two of my friends already bought.,5.0 out of 5 stars
What's good you can find anywhere.,4.0 out of 5 stars
"These are not discoverable by a Bluetooth device most of the times. This is my first day of usage of these headphones. Also,the customer support is pathetic and the customer executive when I asked him to place a return request for me.These can only be replaced and not returned as per him...so please buy them at your own risk.",1.0 out of 5 stars
"This one I bought for my daughter .. I loved this one after I tested once in Dubai and I liked it at the first sight. And it was in my wish list for a while.. Real noise cancellation head-phone. My daughter really enjoys the clarity and sound quality ..  Battery life is pretty good and I haven't tried, my daughter told she can use wire when the battery is down. She took it in the recent college trip and she told the battery was good enough for 4 days of her trip and 10 hrs of usage daily",5.0 out of 5 stars
I received a defective product & it seems to be a duplicate product. Very bad sound & not contenting with wire. Packing dosent look like a sennheiser original one. Applied for replacement of product.,1.0 out of 5 stars
"First of all, note that i made this purchase for half the price during the great indian sale. Secondly, the headphone isn't worth 15k. Now keeping that in mind, this headphone is an absolute beast. The sound quality is really good.....you get that sennheiser classic sound with clear vocals, gread mids and highs, and a punchy bass. It isn't made for bass lovers. I'm a person who prefers decent bass. Sadly the same sound isn't reproduced to this extent when you use the headphone as a wired one(yes they give a 3.5mm cable, a usb 2.0 and a travel pouch in the box). The headphone produces it's best sound only if it's connected wirelessly but i like the option of using it as a wired one too. Battery life is decent, i get anywhere between 28 hours to 36 hours when i use it frequently(again it depends on individual use and preference) with the noise cancellation turned on. And noise cancellation is decent too. Definitely not on Bose level or sony or any other headphones which cost more than 15k. The build feels cheap but flexible and the ear cushions are soft and comfy. Sound can be a little low and has to be atleast 60%-70% to get that great sound. NFC is great! I just tap my phone to the headphone and it gets connected instantly. And the music listening for long hours doesn't hurt either. I listen to EDMs(Trap, Drumstep, Dubstep, House, Future Bass) , pop music as well as aesthetic one like the works of conposers like Hans Zimmer and Danny Elfman. Overall this is worth the price if you purchase it for 7.5k(wait for a sale). These are the best wireless consumer headphones under 10k in my opinion.",5.0 out of 5 stars
"I liked sound signature, it was balanced with apt bass mids and highs.",5.0 out of 5 stars
It has amazing battery life very good sound quality.,4.0 out of 5 stars
"I got this product for a great deal. The sound quality is really good. I had tried a few online tests, and it was in par with most of the good headphones. The battery life is amazing, something I really loved. The active noise cancellation isn't the best, but best for the price. The Bose headphones are lighter and much comfortable than this, but then they cost you a fortune. The controls are intuitive, except to enable noise cancellation.",5.0 out of 5 stars
The biggest downside of this product is its comfort. I have a smaller than average face and still can’t wear this on for more than 15-20mins as the cups are too hard on your ears.,1.0 out of 5 stars
The noise cancellation on this is almost non existent. It just reduces white noise (things like fan sound etc) a little. All other things are clearly audible and not reduced at all.,3.0 out of 5 stars
"Everything is great in it except the bass, it is lacking here. But you will forget it when u will the listen to the sound quality and clarity. Mids and highs are awesome. Voice quality is crystal clear. Noise Cancelation works. Battery life is awesome. It is comfortable for long hours for people with small ears like me, but it is not that much comfortable for people with big ears. Materials used all plastic but a high quality plastic in which u can depend. I got in sale at a price of 7.5k, at this price it is unresistable.",5.0 out of 5 stars
Sound quality is good but noice cancellation is not some out of the world kind of experience yes it does work.. battery life is great hands down... doesn’t really dies once fully charges impressive... the feel n material used seems durable.. knocked it already a couple of times not a scratch... it is easy n comfortable to wear isn’t painful even after wearing for hours...carrying pouch shud have been more durable,4.0 out of 5 stars
What a steal at 50% discount for the wonderful product. Connection to devices for the first time is bit problematic but once you sort that then it is great sound. Should have some display on the headset or the app which would make life easy. CapTune on Android has problems downloading. On Apple devices it was easy.,4.0 out of 5 stars
"Got it on sale for 7.5k. As everyone already mentioned in reviews, noise cancelling isn't that great, but good enough to cut down outside noise like 85-90%. Sound is good enough too. Agreed that bass could have been better with this sized drivers. Pretty satisfied with the product for the money I spent.",4.0 out of 5 stars
"Not worth the original price of 14k. It's marginally ok of you get it for  a discount, I got it for 7.5k. sound quality is passable. Not very comfortable to wear for long listening sessions. One major concern for me is that it keeps getting disconnected!! and clicks when I listen via Bluetooth. Could't connect via NFC eithet. Beware of buying this product.",3.0 out of 5 stars
"This is Good Product but i think sound quality of Skullcandy Headsets are more dynamic, clear and deliver good Bass effects. Like Skullcandy Crusher is less expensive than this product, but delivers very good quality of sound, especially for Bass lovers and for all those who would like to use their BT Headsets with their Bid Screen LCD/LEDs for watching Movies.",4.0 out of 5 stars
The product is great. Sound quality is wonderful.  Slight Hussle in initial understanding of the controls.,5.0 out of 5 stars
"This is one of the nicest sounding headphones I have used till date. The audio output is more or less flat, which means that this is not meant for bass lovers. The flat sound profile provides enough room for you to enjoy the mids, lows and highs with ease. The cushioning is also quite good, though I feel the grip in the head could have been a little weaker. Battery life is also superb and if you are light user, th battery will last you for a few days if you are using these regularly for 2 hours a day. Overall, good buy",5.0 out of 5 stars
"The product though mentions over-ear, fits more like an on ear headphone.",3.0 out of 5 stars
"Probably one of the worst headphones that you can buy for this very price .The item arrived and I was excited about it .and the moment I put them on and started streaming songs ,it was one of the worst experience. The volume at full bar is low .I even tried changing the EQ but it didn’t make any difference . The active noise cancellation was even worse . Didn’t make any difference . I bought them for 8.5k and now I have to go through hurdle of my refund . DO NOT GO FOR THIS HEADPHONE . Waste of money .",1.0 out of 5 stars
"I bought it for a discounted price at 7,500 appr. But it feels 7.5 K is even expensive for this headphone.",4.0 out of 5 stars
I feel it is not at all comfortable for long hour listening. Pressure on sides is very much there. You will start feeling uncomfortable after 30 mins or so. Soft padding on headband is  very minimal and not helpful. Though sound and build quality both are good in this price range.,4.0 out of 5 stars
"This 4.50 has been getting good reviews for a Noise cancellation headphone...and with the Amazon sale, got it for a great price of 7.5k. Ear pads are a little small for over-the-ear...but not a deal-breaker...great vfm....highly recommended.",4.0 out of 5 stars
"Good sound quality and battery life... However, nose cancellation is sub par and head phones are not as comfortable for long usages... Especially for people with bigger ears.... However, considering the price as compared to the gold standard on this in the market, it's good value for money and suffices the need....",3.0 out of 5 stars
"The product is superb in terms of durability abd battery backup. The sound quality is very good but not the best in that segment. I would say the sound is quite balanced. However the mic is a let down. The Noise Cancellation is also very good. I got it for 7.5k, so if anyone is getting it for the same price just buy it and don't give a second thought. However 15k is way too high for this.",4.0 out of 5 stars
"Very good Audio quality, Good low frequency response, Battery lasts longer and charges quickly as well,",5.0 out of 5 stars
Noise cancellation for which I purchased is not effective. You can hear the aircraft drone to drown which the volume has to be pumped up which is what I didn't want. Sound quality is good with blue tooth but poor with audio cord. Could not figure out the 3 steps noise cancellation. It is either on or off.,4.0 out of 5 stars
Yeah is a kind ok Okey product,3.0 out of 5 stars
"I am just blown away by the product quality and performance, what a headphone! The nose cancellation is top notch and you will see a perceptible reduction in nose the moment you switch the headphone on. I have been using it for the last 5 days and I just can't stop smiling everytime I use it. Just close your eyes and go for it, it can't get any better than this",5.0 out of 5 stars
Good sound. The cups could have been a bit bigger. Uncomfortable after half an hour.,4.0 out of 5 stars
This headphone has excellent sound quality.,5.0 out of 5 stars
Amazing Sound. Sounds like a theater with Dolby Atmos on you PC. One dealbreaker is that the plastic ear cups will start creaking at the joints in a month. Even the slightest movement of you jaw and the your hear creaky pops. Silicone lubrications may help. But maybe the piece I received. Get a hard carry case to extend longevity.,4.0 out of 5 stars
"It’s not a bang for your buck, sound is good not the best in business considering these(and price), sennheiser logo started fading after several uses that made me question for it’s quality. Test, try and then buy here if you wish to (considering 50% off amazon gives you sometimes)",4.0 out of 5 stars
It's a decent headphone for the price that it is available at..cherry on the top is the decent ANC that it offers..if you get it for 8-9k buy it without thinking twice..yes the sound leaks a bit at high volume.but you should try loading the bass EQ app..the sound quality really amplifies after that,5.0 out of 5 stars
"Perfect headphones for sound lovers but not for bass lovers , these heDphones are for mild music listners not to loud , noice cancellation is good go for it if you want to buy but not at price of 15000 whenever there is discount buy at that time i bought for 7500 in amazon great india festival.",5.0 out of 5 stars
Sennheiser's product for this price is amazing.,4.0 out of 5 stars
"Great at the price of 7.5k, noise cancelling is adequate not like high end bose or sony. But great for day to day use. Serves the purpose. Great battery life and sound quality.",5.0 out of 5 stars
"Quality of sound is good, if not great. But it's an absolute sucker at comfort. If you use it even for 20-30 minutes, your ears would start aching. Noise cancellation effect is also good. Overall 3/5.",3.0 out of 5 stars
Everything is good in the headphones,1.0 out of 5 stars
TL;DR,2.0 out of 5 stars
"Noice Cancellation is decent in normal situations like home use and city travel, higher-end headphones perform better in flights and very crowded areas. Also I wish the overall volume feels low but it may be due to a setting on my smartphone which I need to recheck. Great sound overall and can tune the EQ to your liking.",4.0 out of 5 stars
"Sound quality is pretty good battery life and time is awsm  approx 20 hrs,  some times its cause technical issue in Bluetooth",4.0 out of 5 stars
Pathetic quality for such price. Got it replaced once but the replaced piece is also of similar quality.,1.0 out of 5 stars
Low ends cracks all the time due to defective piece and amazon didn't let me return the product,1.0 out of 5 stars
Purchased just because of the name but it’s quality is not up to mark as per brand value because This is HD SE BT 4.5 not HD BT 4.5... special addition for amazon sound quality is decent sound is cracking on Bass... sonot for bass lovers... have to face some Problem to connect overall good but not up to mark in this price range,3.0 out of 5 stars
"I like the construction quality, sound quality which is most required for a product like this.",5.0 out of 5 stars
Great headphone at great price.,4.0 out of 5 stars
Noise cancellation is just ok. Sounds quality is good and works decently well for calls. The headband and ear pads are a bit stiff and gets uncomfortable after 30-45 mins of listening,4.0 out of 5 stars
"Sound quality ok, noise cancelling average but super battery life.",3.0 out of 5 stars
battery life is excellent noise cancellation is avg my suggestion is to don't go for noise cancellation at this price point they are just fooling us,4.0 out of 5 stars
I bought it for approx 7k and I assure the reader of this review that it's totally worth it.,5.0 out of 5 stars
"Loved the product... Not a Bose, but I paid much less than a Bose would have cost too :)",5.0 out of 5 stars
Good but not worth for 14k....bass can be better I feel...but other yes it's Sennheiser ..it will be awesome:),5.0 out of 5 stars
"Active noise cancellation should have been made better , and cup size should have been bigger .",4.0 out of 5 stars
"Not comfortable at all and NC is a gimmic on these, mids are tad recessed, overall sound is detailed and revealing but very cold sounding pair of cans",2.0 out of 5 stars
Very bass heavy also audio is not that clear,3.0 out of 5 stars
The product is ok. Doesn't do justice with the price. Sound quality is not very good and also not very bad. Also they are too heavy. Not at all comfortable if you want to wear it for a longer time.  Better headphones are available in this price range.,3.0 out of 5 stars
Not the best noise cancellation but does a decent job. Sound quality is very balanced. Ear cups could have been bigger and more comfortable. That's the only gripe.,4.0 out of 5 stars
Bought It For 7.5k One thing to say this headphones really live up to its name Sennhesiser anyone thinking its the should get it believe me its really good ....GO FOR IT!,4.0 out of 5 stars
"The earpiece is slightly uncomfortable, but satisfied with its sound quality, battery life, ease of use, etc.",5.0 out of 5 stars
Very much satisfied with the product.,5.0 out of 5 stars
I got it in sale time..only problem is there the logo print gone with just single rub .. battery life is best,4.0 out of 5 stars
Awesome sound quality,5.0 out of 5 stars
Professional audio quality,5.0 out of 5 stars
Sound quality is very good battery is very good .. Durability is also good ...  But the problem is that sennheiser logo getting erased,5.0 out of 5 stars
As much as i was excited in getting a good deal for a branded product on republic day sale.....it turned out to be disappointing as the product received was faulty....Had to return...loss of 500 Rs+ Disappointment.....customers watch out,1.0 out of 5 stars
"Best earphones for the price range. Need not think abouo Sound quality and battery, noice cancellation might not impress that much. But sound quality will overcome the nc part. If you are getting it in offer price, the best.",5.0 out of 5 stars
Using it for over a month now.,5.0 out of 5 stars
Good one. Have been using it for some time now. And found it to be good. But it is priced on higher side. May be due to a good brand.,5.0 out of 5 stars
"Got it for discounted price of 7.4k, totally worth it at that price range.",5.0 out of 5 stars
"i got these during a lightning deal for 7500 and I must say ,these are the best value for money ANC headphones you have In the market ( from a cost perspective)",5.0 out of 5 stars
Not worth the hype. Skull candy is better,1.0 out of 5 stars
Sound quality of this product is awful..even 100 rupees earphones will have better sound than this.. can't expect this bad sound,1.0 out of 5 stars
It's for my son. He is happy and yet no complaints so far.,4.0 out of 5 stars
Good quality headphones with excellent noise-cancellation. Only issue is that they are bit on the heavier side and are uncomfortable to wear in hot weather (probably the case with all bluetooth headphones),4.0 out of 5 stars
A mod level of sound cancellation coupled with good sound and zero wire hassels. All these within a modest price bracket.,4.0 out of 5 stars
Good Product. However the user manual needs a lot of improvement. For a first time user I had some problem in using it. Now after using it for sometime it is ok.,5.0 out of 5 stars
"Gets a bit uncomfortable after 8 hrs of continuous use,will have to remove it fir a couple minutes after then good to go noise cancelling is great for the price point cant even hear my own thoughts.",4.0 out of 5 stars
The product is very good for the price esp with noise cancellation but one cannot wear it for long as its heavy and you get around the ear pain.,4.0 out of 5 stars
Couldn't connect to TV/ phone via Bluetooth,1.0 out of 5 stars
"Using it since last 6 months, no complaints, works like a pro, and battery life is punching .. lasts for about 18 hours when NC is turned on.",5.0 out of 5 stars
"The bass sounds don't come out clear, nor to the fine sounds of instruments. For this price, it would better to pick a JBL.",3.0 out of 5 stars
Sound beats as original track...noise cancellation best...,4.0 out of 5 stars
Battery life is less.Noise cancellation is not much effective.,5.0 out of 5 stars
15k price tag is not justified. It got delivered in neat but brown cardboard box and not in usual premium packing. Everything else is great. Battery lasts me for approx 28 hours.,5.0 out of 5 stars
Good sound quality and had better battery life,3.0 out of 5 stars
"A very good headphone in terms of sound quality, battery life. Bass is not too much. The major point for which it is sold is active noise cancellation but that is not upto the mark.",3.0 out of 5 stars
The headset is good. Really good. Just that its a little tight on the ears. I hope it gets smoother going forward.,4.0 out of 5 stars
Its not worth 15k. It should be around 3 to4 k max.,3.0 out of 5 stars
I was initially considering to go for Bose QC25 but opted to go for this based on the reviews & this is beyond my expectations. Sound is so nice with good Noice cancellation feature.,5.0 out of 5 stars
sound quality and battery life really good and noise cancellation is good enough. overall good one,5.0 out of 5 stars
Blue tooth got disconnected on its own multiple time inspite of charging.it has one year warranty but Amazon ppl return window closed plz tell how to use that,1.0 out of 5 stars
Not worth the price.. Use of more than 20 min cause pain in ear.,2.0 out of 5 stars
Sound is no doubt Sennheiser quality... Has a punchy bass.. not for bass driven audiophiles... For those who like clear sound... Great for musicians,5.0 out of 5 stars
"Pros:- Good sound quality, comfort, excellent battery life, ANC is good at this price range",4.0 out of 5 stars
"One is the best headphone I owned. Noise cancelling and sound quality is excellent. Though, it's bit tricky to activate active noise cancellation.",5.0 out of 5 stars
"Sound Quality is very soft. If looking for Rock Concert music, this is not the device. Sound quality is so good, one can hear even faint beats of string or flute. Good buy",4.0 out of 5 stars
"Plesae buy orginal edition, not prefer special edition.",5.0 out of 5 stars
Very comfortable design,5.0 out of 5 stars
"At higher bass, speakers noise a bit. Otherwise quite superb reproducing sounds. Build quality is good and more durable it looks like.",3.0 out of 5 stars
Overall the best for the price.,5.0 out of 5 stars
Very good product,5.0 out of 5 stars
Was so excited for them. Returned the very next day. They sound very average TBH.,1.0 out of 5 stars
Has neutral sound and is good in every aspect the only issue are  the small earpads which never fit to my ears ! They are comfortable and plush but doesn’t fit properly !,3.0 out of 5 stars
Noise cancellation and battery life are good. Comfortable to wear.,5.0 out of 5 stars
really awesome sound enhancement ..noise cancelling could be better but it's ok .at this price tag battery life is good.awesome headphones..love it .,4.0 out of 5 stars
5/6 sound quality,5.0 out of 5 stars
Very precise sound across all frequency band.,5.0 out of 5 stars
Great quality sound with the flexibility of wireless connectivity,5.0 out of 5 stars
Surprised that something so expensive wasn't good. Not good sound nor comfortable.,2.0 out of 5 stars
"Music wise its really very good, but during call time its not giving noise f technology, other people is getting more disturbance from our end",5.0 out of 5 stars
Bluetooth stopped working from day 2 returned the product,1.0 out of 5 stars
good while travelling,4.0 out of 5 stars
Overall good Phone in this range,4.0 out of 5 stars
"incredible sound quality then any premium headphones like beats,bose etc. sound quality and noise cancelling is much better than bose,jbl and beats solo 3",5.0 out of 5 stars
"4.9 stars out of 5 overall,EXCELLENT PRODUCT...",5.0 out of 5 stars
"Very nice,worth the money spent.",5.0 out of 5 stars
Faulty product sent by seller... bluetooth not working...,2.0 out of 5 stars
Bought them for 6750. Still not worth it. If you love bass in songs then these are definitely not for you. Instead go for Skullcandy Hesh 3.,3.0 out of 5 stars
"Good: Battery life, Bluetooth connectivity, built",3.0 out of 5 stars
It is a very good product & sound quality is really very good. Battery life is awsome...noise cancellation works really good for me...,5.0 out of 5 stars
"After a month of usage, it delivers sound very good.",5.0 out of 5 stars
Everything is good about the headphone. But switching noise cancellation button is a bit tricky.,4.0 out of 5 stars
The sound is truly 360. Great buy for this price.,5.0 out of 5 stars
Good,4.0 out of 5 stars
Good buy noise cancellation not upto notch as per sound quality beyond expectation build headphone purely plastic bass is normal overall for the deal it's pretty gd,5.0 out of 5 stars
Good if your are listening on Bluetooth. Only one side of the product is working when we trying to plug to phone,3.0 out of 5 stars
Great in every aspect. The best all-rounder at this price point.,5.0 out of 5 stars
"To say the least, Excellent",5.0 out of 5 stars
After using it for one week the logo is getting washed away! Don’t understand Sennheiser is spoling there own name and logo!,2.0 out of 5 stars
"Got it mainly for its bluetooth capability, and hence was not disappointed. Not too much of noise-cancellation.",3.0 out of 5 stars
Noise cancellation is there for the sake of it's name.... which does not delivery performance like the bose..... The material feel cheap....,2.0 out of 5 stars
"Delivers what it promises, the faith in Sennheiser reinforced.",5.0 out of 5 stars
Bought this last month. Sound clarity is good. But Base and trebble is a bit weak.  Noise cancellation is very good though.,3.0 out of 5 stars
Everything is good except the design of the earcups. A little more Big size will be better.,4.0 out of 5 stars
The best entry level ANC headphones.,5.0 out of 5 stars
Amazing deal.  I would recommend others to try this out.,5.0 out of 5 stars
Loved the product,5.0 out of 5 stars
Not comforting as bose,3.0 out of 5 stars
"The Headphone will not turn on, it's barely been a month since I bought it. Battery dead has to be replaced",2.0 out of 5 stars
Comfort 0/5,2.0 out of 5 stars
one of the best noise cancelling headphones around and probably the best around this price point,5.0 out of 5 stars
Great,5.0 out of 5 stars
"Easily competes with Bose, so rest you can imagine. Not even a pin point complaint over sound effects.",5.0 out of 5 stars
Nice sound and clarity but avarege bass,4.0 out of 5 stars
"Sounds good. The cushioning has zero ventilation. So, the ears heat up quickly. Not good for long listening sessions.",4.0 out of 5 stars
Best of the Best... Good product to have...,5.0 out of 5 stars
The great sound quality and best connectivity on mobile phones and the noise cancellation works just fine.,5.0 out of 5 stars
This is one of the best noise cancelling wireless headphones in the market. Go for it.,5.0 out of 5 stars
Works as expected.. noise cancellation is cool,5.0 out of 5 stars
Sound is nice .. even ANC is working good.. but looking like it’s gonna break easily,4.0 out of 5 stars
Product is amazing. Battery life super good though Sound quality is not up to the price. Anyway got it for 6800 so its ok,4.0 out of 5 stars
Battery backup is awesome.,5.0 out of 5 stars
"For the price, it's a really good noise-cancelling headphone. And has great battery life.",5.0 out of 5 stars
Good product,5.0 out of 5 stars
Sound is not upto the mark earphones are far better sound dis skullcandy sound is amazing I wish I could send it back,2.0 out of 5 stars
Should have separate buttons for on / off rather merging it with blue tooth on/off.,4.0 out of 5 stars
"Great headphones, specially the noise cancellation is amazing for such low price when compared to Sony or Bose.",5.0 out of 5 stars
Good to have but u will get pain for long time usage,5.0 out of 5 stars
This special edition headset is much heavier than the original one.,1.0 out of 5 stars
Overall a good system. Sometimes facing difficulties in playing/pausing tracks or changing tracks by the keys provided.,4.0 out of 5 stars
Don't buy it!,1.0 out of 5 stars
Pathetic battery life but good sound quality. Not 100% noise cancellation also,3.0 out of 5 stars
"I bought this headphone n after using for 2 weeks .,sound quality changing and the Sennheiser logo wipes off.,",1.0 out of 5 stars
"I got this product on around 6700. After using this for 2 month, I must say that, It's a worth buying product.",5.0 out of 5 stars
Bang for the buck.. I have bought this for 7K..,4.0 out of 5 stars
The bluetooth is not connecting to more than 1 phone,1.0 out of 5 stars
Looks like a toy!!,1.0 out of 5 stars
Sound quality is good but a bit on the heavy side,5.0 out of 5 stars
Buy! Buy!,5.0 out of 5 stars
Awesome,5.0 out of 5 stars
Very good quality headphones totally worth it noise cancellation is also very good.,5.0 out of 5 stars
Very nice,5.0 out of 5 stars
fantastic,5.0 out of 5 stars
"Its really really good, you will feel slight discomfort after long use",4.0 out of 5 stars
Every thing is awsm..just the size of the headphones looks too big and the model is quite simple,5.0 out of 5 stars
Terrific purchase in lightening deals. True value for money.,5.0 out of 5 stars
amazing product,5.0 out of 5 stars
Good but can't be used for a long time,4.0 out of 5 stars
Blocks out ambient sound (but voice is not muted).,5.0 out of 5 stars
Damage item,1.0 out of 5 stars
Almost neutral sounds. Good value for money. Eat pad could be made more comfortable,4.0 out of 5 stars
Such an awesome product.... thank u amazon for the freedom sale. Just loving it,5.0 out of 5 stars
The treble is not up to the mark,4.0 out of 5 stars
This doesnt work at all. Not expected from a reputed brand like Senneiser.,1.0 out of 5 stars
Sound still not the best,5.0 out of 5 stars
Very poor noice cancellation.,3.0 out of 5 stars
Great Sound. Decent NC. Smooth Bass. Design ergonomic. Paint coming off.,4.0 out of 5 stars
Worst product ever,1.0 out of 5 stars
Noise cancellation and better buttons or  accessibility,4.0 out of 5 stars
It's a great product to enjoy music on the go.,5.0 out of 5 stars
Uncomfortable for longer use. Noise cancellation feature is confusing.,3.0 out of 5 stars
Exellent product overall 5Stars at price 6.5K,4.0 out of 5 stars
It's very very uncomfortable to wear after few mins.,1.0 out of 5 stars
Excellent product,5.0 out of 5 stars
"sound and bass quality average , its price range too high",3.0 out of 5 stars
The noise cancellation is just amazing,5.0 out of 5 stars
"Uncomfortable, not great noise cancelling",1.0 out of 5 stars
I liked very much the clarity of sound. Descent bass,5.0 out of 5 stars
i like this product..but sound quality is not good at all...,3.0 out of 5 stars
Its truely a high-class product. Lucky to buy it on sale,5.0 out of 5 stars
The regular 4.5 bt nc looks much hotter,4.0 out of 5 stars
Bass level is good but expecting more..,5.0 out of 5 stars
So many complications,2.0 out of 5 stars
The sond was coming on blutooth connectivity,3.0 out of 5 stars
Great Battery life and sound quality,4.0 out of 5 stars
got an awesome deal...was well worth,5.0 out of 5 stars
Great battery life and awsome sound,5.0 out of 5 stars
Simply Best.,5.0 out of 5 stars
nice product,4.0 out of 5 stars
Noise cancelation and sound quality is awesome,5.0 out of 5 stars
better sound quality with a good battery life.,5.0 out of 5 stars
Sound quality viry super battery life long life,4.0 out of 5 stars
Awsome product. 👍🏽👌🏻👏,5.0 out of 5 stars
It is used in the finest quality..,5.0 out of 5 stars
Good product for its pricing,5.0 out of 5 stars
Happy Man... Fully satisfied,5.0 out of 5 stars
Beest of best in headphones love it 😍😍😍,5.0 out of 5 stars
One of my best purchases,5.0 out of 5 stars
Does not connect with Ipad 9.7,2.0 out of 5 stars
Worth buying,5.0 out of 5 stars
Best Headphones !!,4.0 out of 5 stars
Very good,5.0 out of 5 stars
Over all value for money,5.0 out of 5 stars
Sounds so good,4.0 out of 5 stars
Ok product for the price,3.0 out of 5 stars
Good quality,4.0 out of 5 stars
NOT GOOD PRODUCT.NEVER BUY,1.0 out of 5 stars
Not original product,1.0 out of 5 stars
Best in class so far,5.0 out of 5 stars
Excellent detailing,5.0 out of 5 stars
Best sound quality,5.0 out of 5 stars
Very nice product,5.0 out of 5 stars
Awesome product,5.0 out of 5 stars
Awesome,5.0 out of 5 stars
Good,5.0 out of 5 stars
Great headphone!,5.0 out of 5 stars
Good product,4.0 out of 5 stars
Good product,5.0 out of 5 stars
Nice product,5.0 out of 5 stars
Good product,5.0 out of 5 stars
Nice product,5.0 out of 5 stars
Awesome headphones,5.0 out of 5 stars
Very Good,4.0 out of 5 stars
Excellent headphones.,5.0 out of 5 stars
Good,5.0 out of 5 stars
Comprehensive Review - Used everyday for 15 Days,2.0 out of 5 stars
Writing this review after two weeks...,4.0 out of 5 stars
"I had been waiting for an affordable product in comparison to Bose QC and Sony's noise cancellation head phones. The Sennheiser HD noise cancellation head phones have the right mix of frequencies, a decent cancellation paradigm, a good battery life of around 20 hours, and an excellent wearing comfort. I did not come across the discomfort reported by some user over the ears or the jaw area. Even though it may not have the highest output in terms of volume, the sound quality is decent and represents the lows, mids, and high appropriately. I would certainly recommend this product and seller too, for a prompt well-packaged delivery.",5.0 out of 5 stars
I was the first one who ordered it on sale and then it got out of stock but it again came back.,4.0 out of 5 stars
Noise cancellation is good and active noise guard is really nice for use in busy and noisy places,4.0 out of 5 stars
