review_text,review_star
Though company claims 7 days battery life but in fact it hardly lasts up to less than 2 days. It doesn't sync automatically and needs manual sync every time.,2.0 out of 5 stars
I like this product very much...,5.0 out of 5 stars
nice plastic but small in size !! The Blood pressure assessed is totally incorrect !!,2.0 out of 5 stars
I have been addicted to my fitness.Nice product. Worth the price paid. The beauty is assignment of a Coach. My coach is an excellent motivator and provides feedback regularly.,5.0 out of 5 stars
I ordered this product in november. By the end of the month it has already stopped working. The device doesnt charge anymore. IS it possible to replace/return it?,1.0 out of 5 stars
This is the worst product ever purchased from Amazon  .has serious ussues in connecting with phone..steps counts are false..wanted to return the product but could not do in hhe absence of tags ..hsve ordered mi 3 now..waste of money,1.0 out of 5 stars
The product has stop to work in 1 month. This is useless product.  The service center is only available in Mumbai and it is not providing good services.  Every time you have to send the product with own your money.  Please carefully before to purchase.,1.0 out of 5 stars
Blood pressure measurement is faulty,1.0 out of 5 stars
"I do not find call,wa, message notification features in it. It also has sync problem even than it is connected to fone via Bluetooth. Should I return it.",2.0 out of 5 stars
"Calories burned were not shown n watch is not charging, used it for 3 days then when put it to charge it was not charging. Tried both from laptop n adapter, plz help",2.0 out of 5 stars
Good product in 2k.,5.0 out of 5 stars
"Not up to mark, blood pressure 8s not at all accurate",2.0 out of 5 stars
Working good.. step count accurate +\-10.. heart rate ok but bp monitor is not accurate...,4.0 out of 5 stars
Not satisfied poor screen-try honor 4 instead.,1.0 out of 5 stars
Activation code is  invlad and I think is were used by amazon,2.0 out of 5 stars
Despite reading poor reviews I went for it only bcoz I my experience with their other lower generation band was decent. Sleep tracking is inconsistent and terrible. They need to fix this in this model.,1.0 out of 5 stars
"Watch is not fully functional it has some defects , like cannot able to set time ,",1.0 out of 5 stars
Frequently disconnected from Goqii tracker need to work on it,5.0 out of 5 stars
goqii vital band battery life of 7 days on product description but battery full discharge in 24 hours. Other features are ok.,3.0 out of 5 stars
"I used many bands, but this Goqii is awesome. Coach follow up also exellant. Please please try guys.",5.0 out of 5 stars
BP monitor shows purely inaccurate data. For every person  it shows around 120/80. Even for people with hypertension.,1.0 out of 5 stars
Bluetooth connection not good. Everytime need to off and on again Bluetooth. Device should automatically connect back to paired device but it not get connected back.,2.0 out of 5 stars
It frequently hangs and does not respond. The measurements are absurd.,1.0 out of 5 stars
Worst product ever just don't buy it battery doesn't last for 24 hours,1.0 out of 5 stars
Awesome experience with fitness band and good to learn from personal coach.,5.0 out of 5 stars
Battery doesn't last for more than 2 days even with minimal use.,2.0 out of 5 stars
The product needs to priced on the lower side.,3.0 out of 5 stars
"Not correct reading even for steps, coaches are timepass. However any band will motivate you for better exercise, try other bands.",2.0 out of 5 stars
Good product.,4.0 out of 5 stars
I'm totally disappointed with the quality check of Amazon..I got a completely dead item..it's neither switching on nor it is getting charged with the usb..,1.0 out of 5 stars
Product is good in quality and the best part is high class coaching provided by the Goqii,5.0 out of 5 stars
The battery is weak not as good as mentioned lasts only for 2 days max and the band accuracy is not up to the mark and it frequently disconnects from the app.,3.0 out of 5 stars
"Amazing product, Helps You to stay Fit, Eat Healthy& achieve Your target Goals!",5.0 out of 5 stars
Worst product,1.0 out of 5 stars
"Good product,  blood pressure monitor not sure actual,battery life is poor battery life improves then best prroduct",4.0 out of 5 stars
Good one,5.0 out of 5 stars
Blood pressure not accurate. Not value for money... Pls don't buy,1.0 out of 5 stars
Not up to the mark,1.0 out of 5 stars
very good product but dont know how to use so returned,5.0 out of 5 stars
i buy this product but problem in charge not doing just work 2-3 days one time i replace this product again facing charging problem,1.0 out of 5 stars
"Stopped working right after second day of use,  fake product. Returned to Amazon as I got.",1.0 out of 5 stars
Gouqi tracker is working as expected since buying 4 months ago.,4.0 out of 5 stars
Good quality but not accurate steps at all.,2.0 out of 5 stars
Great Product...,5.0 out of 5 stars
"Poor Quality, this product didn't get charged after 10 days. Unable to use. Missed the return date as it is 10 days since delivered",1.0 out of 5 stars
"I had bought original GOqii around two year back and it stopped working since it fell in water. Since then was thinking of buying a new one.  Got surprised to see upgraded version of the band and bought it on prime day.  To my surprise band is water proof and has several functions including heart rate, blood pressure, bluetooth notifications etc.,  Further got 3 month health coach subscription.  The band is working well since then.",5.0 out of 5 stars
BP device accuracy did not meet my expectations.Error was more than 10 %.,2.0 out of 5 stars
Goqii app is amazing. Specially the coach gives correct guidance and direction. All questions/doubts are resolved.,5.0 out of 5 stars
Battery is of very worst quality,2.0 out of 5 stars
Excellent device with coaching support.,4.0 out of 5 stars
"Great product, easy to set up and use. It displays BP recording but seems random.",5.0 out of 5 stars
Nice product👍,5.0 out of 5 stars
BP monitor is not working & little bit scratch came in box piece itself feel bad about this product.....,1.0 out of 5 stars
Horrible. This product died after a month's usage. I cant even turn it on. Absolute wastage of money.,1.0 out of 5 stars
this product and his app. co-oprete every minute me and live coches  all solution my problem,5.0 out of 5 stars
Don't give desired results,1.0 out of 5 stars
Good,5.0 out of 5 stars
It is not getting on. No screen display . Even after 1 hour recharge. It is a totally wastage of money.,1.0 out of 5 stars
Everything is fine but the batterry last only a day.(not connected to phone all the time),3.0 out of 5 stars
Very poor battery,2.0 out of 5 stars
Not very accurate and hangs many times. FITBIT is far superior.,2.0 out of 5 stars
Good configuration best service,5.0 out of 5 stars
Not so good,1.0 out of 5 stars
Super.!!,5.0 out of 5 stars
Only drawback sometimes misses call notifications,4.0 out of 5 stars
Not a great product to cost. Stopped working in a month,1.0 out of 5 stars
The product is defective as it does not get charged properly. I want to return it. Please help.,1.0 out of 5 stars
The no monitor and heart rate features are not  useful.,3.0 out of 5 stars
Worsed product I have ever purchased at Amazon,1.0 out of 5 stars
Battery life is only less than 24 hrs as against mentioned while buying 7days,1.0 out of 5 stars
BATTERY LASTS ONLY FOR ONE DAY.,4.0 out of 5 stars
Waste,2.0 out of 5 stars
Great Product.  Specially coach are experts.,5.0 out of 5 stars
Great purchase,5.0 out of 5 stars
Nice product,5.0 out of 5 stars
Value for money,4.0 out of 5 stars
Good products,5.0 out of 5 stars
Worst performance,1.0 out of 5 stars
Value for money.,5.0 out of 5 stars
I want to return it.,1.0 out of 5 stars
Good,4.0 out of 5 stars
Date is not working,2.0 out of 5 stars
Good product,5.0 out of 5 stars
Super,5.0 out of 5 stars
Like,2.0 out of 5 stars
"I like the design efficiency, but still the company has to improve customer care support when ever they say they'll mail regarding the complaint they don't send mails!. Am using the new vital band the step count is counted even driving or travelling in bus since I travel four hours a day nearly 5000 to 6000 steps is getting counted daily which is very bad!!! Regarding the app also it is still not clear. Not friendly, only i can see they are promoting many food items.which i don't need!!!",4.0 out of 5 stars
This has been a most disappointing experience. The first piece I got did not switch on. The replacement device was charged and worn for a few days. Once the battery ran out - it was plugged into my laptop USB to charge - it simply does not work. It doesn't charge. it doesn't come on either.  When it was in use - the only feature i found useful was the pedometer - which can be substituted by any mobile app ! The BP readings were far too low and are no where even remotely close to my actual BP levels. This purchase has been a big mistake.,1.0 out of 5 stars
Good product with a week's battery life. First time it went on for 2 days but from next charge onwards giving almost a week's worth . Coach are great and keep track of your performance and give suggestions as well to improve your health and fitness,5.0 out of 5 stars
"When I searched for perfect Fitness activity tracker through online research and with reviews, I found GOQii came up with L1 both in Price and Technical. But immediately after purchase what was impressed me a lot is their Coaching facility to encourage you to get FIT with proper guidance and Doctor on call which will make you definitely to get fit with some target. I appreciate the whole GOQii team for their initiative to make India better with Fitness... Go for it guys instead of paying to Hospitals...",4.0 out of 5 stars
"It's a Fantastic device or rather best word would be program, This device is not a time keeper its a health monitor, sorry not health monitor but health maker. initially i just thought some smart watch but my perception changed quickly with regular health monitoring by nutritionist on my water, food, sleep, healthy diet intake. expert doctors query solving, health videos, experienced user who had changed their sedentary lifestyle to healthy and Fit lifestyle.  live with their experience. its been am awesome experience truly, Thanks Goqii its just not a device but health in total which we  definitely miss in our day to day life. i would also add to people who have joined gym, for them its a parameter to healthy way monitoring  without injury, yoga and other training, mind blowing stuff.  Its a serious product one should have,",5.0 out of 5 stars
"Have been a Goqii ""Player"" off and on literally since the beginning. This is by far the best band to come out of their stables ! The colour screen is a welcome addition and the swiping just makes it a lot easier to use. Heart rate and step counts are bang on , probable more accurate than previous versions .",4.0 out of 5 stars
Got the product delivered yesterday,5.0 out of 5 stars
Nice band for the price range.,4.0 out of 5 stars
"It’s only been a day and my mom is loving this GOQii vital band. she keep checking the blood pressure, heart rate and steps and went for a walk at night to compete her 7000 steps. The health coach feature is very nice and motivating.",5.0 out of 5 stars
very god performance. Meet the expectation.I am in my goal to fit for healthy life.,5.0 out of 5 stars
"Loving this band have been using it for a month now. Measure footsteps, heart rate and Blood pressure",4.0 out of 5 stars
Loved it. The OLED display looks really great. This combined with the Goqii ecosystem is a great user experience.,5.0 out of 5 stars
"Nice Fit band for this price range,",5.0 out of 5 stars
This is my second GoQii band.,1.0 out of 5 stars
"What I liked the most about this GOQii band which I purchased after a lot of research is the ecosystem that it provides. The hardware is pretty good and it's easy to charge since we needn't carry an extra cable, but the head itself can be directly plugged into any USB port. The next thing I liked about GOQii vital is that it can be worn even during swimming.",5.0 out of 5 stars
Good band with color display. Little difficult to connect with app. Charging is very tecnical and with lead to breakage of watch overtime or loosening of strap as have to pull out the strap to connect with USB charger. Been 2 days using it. Gets auto disconnected. Feels little girlish. Lots of things to do in app. Gets personal coaching and diet chart.,4.0 out of 5 stars
Awesome. Good coach assistance keeps you on your set targets. Tracking of your activities keep you pushing. A must have for wanting to be fit,5.0 out of 5 stars
"I have been on the GOQii platform since it started 3.5 years ago. From V1 to V2 and now I have upgraded to GOQii Vital.  I got my GOQii Vital on Amazon prime Day at a great introductory price. And I am so happy with the new tracker. I have not done many reviews on GOQii but Vital I thought merits a review. It's sleek as compared the other two bands that I have had. It's easy to use as well.  Even if the user manual is not there it is easy to use and self-explanatory. So I read through the description in detail before I bought it and after I got the band on 18th July, I also spoke to the support team at GOQii and got my band easily activated. One of the interesting features is that unlike my previous 2 cores where it would start with a 'TAP', Vital you need to swipe from the plus sign downwards. I found the touch and swipe feature convenient as against a tap.",5.0 out of 5 stars
I have used mi band 2 for 1 and half year .... Bluetooth connectivity is far better than this band .... Not able to get my phone notification,1.0 out of 5 stars
I have been huawei's honor band 3 user for a long time. This is my second fitness band. I really like this band but there is one thing which is really annoying and needs improvement. This one thing is raise to wakeup feature. It's really slow. It takes 1-2 second to wakeup the screen after raising the wrist completely. Most of the times it doesn't even work. It can be easily fixed via a software patch.,4.0 out of 5 stars
"Activation never worked. Tried various mobiles One plus, MI etc. Customer service is not easily reachable. I couldn't use it till now. Without successful activation or registration you cannot sync phone and watch",1.0 out of 5 stars
"I am writing the review after buying it in original launch and patiently waiting for almost 45 days. First of all, the blood pressure measurement feature is nothing but a gimmick! They are selling it with headlining it as a BP monitor on the wrist where all it does is just randomly give any pre defined/programmed reading on it's own.",1.0 out of 5 stars
I bought it for my wife and when opened it's not ready to turn on. Tried to charge from all types of charger but in vain hence applied for replacement. To my surprise the new replacement device also turns out to be defective hence I applied straight for refund. Who wants to take risk by wearing such risky tracker that can stop workin at anytime. If their new devices are giving such issues m sure it won't last a year even if it works at start.,1.0 out of 5 stars
"I am not sure if this product is tested before its launch. I have used 2 vital trackers still there was error in steps counting and second tracker had battery issues in addition. Also some of the fuctions like date format and sleep monitoring was not properly working. Atleast step counts should be accurate, while sitting in car this tracker would count 500-700 steps without any movement at all. I dont know if heart rate or BP monitering is accurate or not as simple step counting was not even correct.",2.0 out of 5 stars
Support team sucks,1.0 out of 5 stars
Got it for mybhubby. He has been using for one +month. Onky problem is call alerts are,5.0 out of 5 stars
"I bought GOQii for its unique feature, i.e., BP measurement on the go. Its definitely a cool gadget. It tracks your foot steps, exercise details, heart rate as well. Its app logs all your measurements.",5.0 out of 5 stars
it doesnt track anything unless you check that specific option...i.e. if you run without checking the run option then the stupid band does not even show an increased heart rate (that is incredibly stupid).....same for every activity...and oh...on top of it if you make a complaint they dont even bother responding.,1.0 out of 5 stars
Giving 5 stars based on delivery by amazon and looks + connectivity of the watch.will review again after a month for battery life.also some reviews mentioned bp is not accurate...it will never be..it can only give an idea and for step count it is damn accurate.. a fair deal in INR 1800,5.0 out of 5 stars
Excellent device,5.0 out of 5 stars
It's latest one and cheap for me  with coach of 3 month,5.0 out of 5 stars
"The Tracker does not link with several mobile phones. They say the tracker requires low energy blue tooth connection and hence the issue. In my case, it has become a useless piece of junk.",1.0 out of 5 stars
"Very worst device. Instructions on manul not clear, GOQii Appa is only for marketing of products. There is no any guidelines for use of app. Money waste device, please dont think to buy it. Device is not connecting to GOQii app.",1.0 out of 5 stars
It's not charging at all I have tried  different USB ports with no result I am returning it,1.0 out of 5 stars
Blood pressure monitor at it wrist . Amazed with the unique technology. No longer have to rely on bp machines n docs.,5.0 out of 5 stars
The app is good and we get motivation but the product not good I faced so many issues on first day.. suddenly Bluetooth automatically cut I am again connected it..,2.0 out of 5 stars
I am fully satisfied from GoQii. A perfect friend 24*7,4.0 out of 5 stars
"This is first review in Amazon for a fitness band, Am not a fitness freak but due to guqqi I always start tracking my records I don't know why( previously I use mi band 2).",5.0 out of 5 stars
Worst product  to spend the money.. Never buy.. Amazon should also think why they sell such faulty and useless products,1.0 out of 5 stars
"I am writing this review after using the Goqii band and their services for the last 18 months. I started with their earlier version of tracker and now upgraded to this latest version VITAL which is having colour display, Bllod pressure measurement and tracking your various activities like running, workouts and cycling. My experience with Goqii is one of a very positive change in my life not only a weight reduction of 20 kg in 18 months but also a very active and healthy life, Eventhough we may have the determination to lead a healthy way of life without any external inducement, a little push towards the right direction will go long way in attaining our goal in a safe and faster pace. Goqii is one such push with its relentless coaching and guidance and doctor consultation and numerous video guides. The latest addition of interactive video guides through the app is a delight to watch where you can clarify your doubts then and there with expert fitness coaches, nutritionists and doctors. If you are interested in leading a healthy life you need proper guidance and Goqii is one such service and an excellent one and there is no parallel . GO FOR IT without any hesitation, you will be certainly happy with your decision.",5.0 out of 5 stars
BP measuring is not working. Battery lasts for just 2 days and not 7 days as promised. Footsteps and HR shows correct figure.,3.0 out of 5 stars
Works well . Love it,5.0 out of 5 stars
Not giving notification of apps useless band,2.0 out of 5 stars
"Got carried away by newspaper articles about the product, particularly the blood pressure monitor and exaggerated reviews. Purchased at ₹ 2999/- in lightning deal. Used for 5 days. Very dissatisfying experience. Initially there was lot of difficulty in connecting the band with Goqii app. Battery life is poor, doesn’t last beyond  2 days. Steps counts keep on shooting even for small activity. Blood pressure monitor is an amazing technology but it is not accurate & cannot be depended upon particularly by BP patients who want to monitor regularly. Band keeps on getting auto-disconnected from Goqii app on iphone & needs to be re-connected by switching ‘off & on’ bluetooth multiple times a day. Charging requires taking off the band straps and then connecting to USB charger & is very inconvenient. Colour display is good. Messages/calls are indicated on band.",3.0 out of 5 stars
Nice and sleek design. A must have option for every fitness freak. Goqii helps us to motivate and achieve our goals. Goqii has very good and well trained trainers and fitness expert.,5.0 out of 5 stars
The GOQii Vital is a brilliant device..the accuracy and the ease with which my parents are able to use the device and also check thier BP is very good.. My 67 year only mother is also able to use the goqii app and coach feature and very delighted with the result...,5.0 out of 5 stars
"This a great ecosystem: coach+band, the GOQii coach are amazing they really keep tap, motivates with periodic calls and messages. The step counter on the band is accurate. And the Goqii play is really an amazing add on, where daily there is live session with goqii coaches regarding various fitness & health related topics.",5.0 out of 5 stars
"The main USP of this product is the Community and Subscription for Coach, Experts & Doctor. I have used multiple Health Trackers (Mi Band 2, Samsung Gear Fit2, etc.) but no one was able to provide me such insight on my Lifestyle, Healthy Habits, etc.",4.0 out of 5 stars
"Though the colour display of the watch looks very attractive, it is the only good part with this fitness tracker!!!",2.0 out of 5 stars
"I recently upgraded to v3 of this Goqii Tracker which is named as Goqii Vital, earlier I was using v2 of Goqii Tracker and this one is way ahead in every aspect whether its technology, ease of use, functionality, display, features I mean everything and above all I never found a tracker which would display Blood Pressure (BP) which sets this tracker class apart. When combined / Sync with Goqii App I get to see all my HR graph of all the activities I've been doing which is of great help to see how my heart was performing.",5.0 out of 5 stars
"My brother gifted me this on Rakhi. This is the best gift anyone could ever ask for. I always wanted to opt for a healthy lifestyle but owing to other priorities I sided this. But as he presented me with this expensive byt valuable present, since then my health has also become a priority for me. I have opted for a healthy food habit as well as exercise. Whenever I feel like binge eating, the watch reminds me as if alerting me. So that's a good one! ;)",4.0 out of 5 stars
"Goquii is the best way for one to be healthy, fit, and active. The goquii platform provides access to pleathora of means by which one is constantly aware of her/his health. The ones I liked most are:",5.0 out of 5 stars
