review_text,review_star
"This book shows me what to do in my life......how to make our country, world,  society a better place.....how to set an aim and work towards achieving it.",5.0 out of 5 stars
This book provides a wonderful insight about the biography. Words will fall short to explain about its integrity. Definitely it's also worth reading.,5.0 out of 5 stars
Extremely inspiring. A must read for students and adults alike. Sir has written this straight from his heart. Thank you,5.0 out of 5 stars
"Almost all the households should own a copy of this book, which is a living testimony of how to master the skies on the wings of fire. Very inspiring and motivating. It would certainly prove to be a great gift.",5.0 out of 5 stars
Its a good read. Being penned by a person of achievements and a patriot makes all the difference.  Good read for youngsters. Helps mould ones life.,3.0 out of 5 stars
Simple English and truly worth reading. A nice book on how to make dreams true and provides a inflush of motivation among the readers. Kalam sir simplicity and achievements are very well presented,4.0 out of 5 stars
simple narration ... good use of easy and comprehensible words and theme to motivate any one is the core of this book. recommeedncz its quick n inpirig at the same time.,5.0 out of 5 stars
Reading the book was like spending a good time with the most honourable and humble person in our history. There is so much to learn from his life lessons and vision.,4.0 out of 5 stars
"President A P J was the most loved President of our time! This book portrays Why! His entire journey right from his childhood is an inspiration to dream and turn the dream into reality. Hard work, sincerity, whole hearted dedication and passion to what you do will ensure ones true success in both your personal and professional lives!! You live on in our thoughts Sir!!",5.0 out of 5 stars
"MUST MUST MUST Read for ALL, irrespective of AGE. This is the President's Address to All, a simple but one of the MOST INSPIRING BIOGRAPHIES an Indian must read.",5.0 out of 5 stars
after reading this book u will come to know how much hard work was put in by our seniors to make our country great.,5.0 out of 5 stars
Very inspiring book. It’s give a glimpse how resilient the great man was even in adverse situations in life and shaped his life the best way.,5.0 out of 5 stars
Every Indian must read this book. Its as if Dr Kalam was actually narrating the story to you.. Simply awesome,5.0 out of 5 stars
just loved it and wonderful biography,4.0 out of 5 stars
The best book ever read in my life... Kalam Saahab's biography is certainly going to change lives for betterment... He is truly an inspiration to all,5.0 out of 5 stars
"A truly inspirational story of Dr. Kalam. Very simple language,must read. Would recommend for all.",5.0 out of 5 stars
"this is very inspiration book,",4.0 out of 5 stars
It is a very good book with easy relatable things. Hats off to apj what a person ..how he grew from a small village and became the president of the county.,5.0 out of 5 stars
This book is very inspiring and knowledgeable.,5.0 out of 5 stars
How honestly and precisely kalam sir have described his life. Must read for people who have hunger to do something better for the society,5.0 out of 5 stars
Best book to read. Mr. Kalam will be remembered as some of the brilliant minds that our country had. He was the true Indian. After reading this book you will come to know why he was termed as People's president. Relentlessly he worked for our country. Salute to him :),5.0 out of 5 stars
Please buy this book for your children....it's such a powerful book... even for adults.,5.0 out of 5 stars
Succinct and covers a wide range of events and contemplations revolving around the legend. It's a light read but a good one at that,5.0 out of 5 stars
"I got motivation and the ability to succeed. I was in twelfth grade and a medical student. After reading it ,I got motivation and here I am in AIMMS Delhi.",5.0 out of 5 stars
"Must read if you really want to know what we can achieve in our life. Aim ,knowledge , hardwork, failure and keep trying...",5.0 out of 5 stars
A good book about a great man who changed country’s vision and gave India a dream. Let work for 2020 to make India a developed country.,5.0 out of 5 stars
The way the story flows and how the history has been described in thr most wonderful way is amazing. I would recommend everyone to read this book.,5.0 out of 5 stars
A very well written book to inspire you to dream and work towards its fulfillment. Hats off to one of the greatest scientist of our times.,5.0 out of 5 stars
Truly Inspiring book which gives u insight why kalam sir was necessity and boon for the nation... He was a kalyug vivekanand....,5.0 out of 5 stars
"Dr. Kalam has always been an inspiration, and this book just adds to it. His life story has always paves way for young minds.",5.0 out of 5 stars
This book is one my favorite book . Which gives me strength to work hard to be futuristic .Please read this book atleast once,5.0 out of 5 stars
Honourable  President Kalam has written this book in a very lucid manner that every one who has an ambition in life has a road map which will help them to realise their dream.  My salute to this great person.,5.0 out of 5 stars
"An amazing book, guiding young individuals of this Country to dream big and create change that lasts for a lifetime.",5.0 out of 5 stars
One should must read this book. You will get very good lessons that will give direction to your life. Thank you.,5.0 out of 5 stars
I liked the simplicity of depiction of the things in this book. A feeling of good lingers after reading this book.,5.0 out of 5 stars
Its a very good book.  Must read for students.  Enjoyed reading this book. I hope it will be a good impact on my life.,5.0 out of 5 stars
It will inspire you to depths. This book is must for all those young minds out there who want to make it big in life.,5.0 out of 5 stars
"The language is simple and everyone should read this book, story of a great man who inspire us everytime. Great !!",5.0 out of 5 stars
For the Young generation... In a simple language the book describes life of APJ Abdul Kalam sir.. I am inspired,5.0 out of 5 stars
This is great book and Sir you have done great things in life. I salute for your inventions for country.,5.0 out of 5 stars
"The book clearly shows that how one should approach this world. In his words, I see no accusations or indirect attacks on anybody. He lived the way he always wanted to. Jai Hind",5.0 out of 5 stars
Good book read everyone all the best my family also read they loved it .  Good book to buy. Please read,5.0 out of 5 stars
All his books are amazing and always are like the guiding light to your life. A must read for all.,5.0 out of 5 stars
"The book was very simple, it was thought provoking and gave an energy. The boy from rameswaram to president of India.",5.0 out of 5 stars
One of the best books I have read so far makes me feel elated for being a part of he nation which has given such an exemplary man,5.0 out of 5 stars
This book is made for youth with vision 2020.,5.0 out of 5 stars
"I read this book in my kindle pepperwhite it's just awesome , it's like a adventure to read .",5.0 out of 5 stars
I like all the positive vibes and thoughts,5.0 out of 5 stars
Very motivational & Inspiring book for Every Body,5.0 out of 5 stars
This book is a must for all the leaders of there. Learn some quality leadership lessons from the man himself.,5.0 out of 5 stars
Good insight. I am very much enlightened by reading a wonderful piece by a master. Will definitely try to observe some qualities,5.0 out of 5 stars
What a man.. Such humble and dedication.. An inspiring character ... Narrative flow in the book is so good .. Must Read,5.0 out of 5 stars
Every youngster must read this book to understand that an AIM in life with sincere effort will make it possible.,5.0 out of 5 stars
Super ji found spiritual part in ur book we always love u for ur work in all aspects of life,5.0 out of 5 stars
Good book 📖,5.0 out of 5 stars
Unsatisfied quality third class,1.0 out of 5 stars
